0,1,2,3,4,5,6,7,8,9,10
0,2,4.57564235279867,11.7205063598005,16.0094181072931,25.2123153080417,38.4646059466802,49.2742410927683,64.4007766263389,81.7831844555347,4.09005796633514
2,0,1.05822039065542,11.0192978717337,10.2035119742045,16.2907616025168,31.6044186459858,36.2268804237181,49.1346382036711,64.0132302690827,0.57434582434448
4.57564235279867,1.05822039065542,0,6.79897805696875,4.73232160827609,9.08876474481135,21.4224586729502,25.0552394048161,36.0157858543028,49.0159431310786,1.99829091071864
11.7205063598005,11.0192978717337,6.79897805696875,0,3.409786866751,8.45282843863022,9.00631856571612,20.7222596950667,30.2096463269539,42.4230457387244,15.6093650123352
16.0094181072931,10.2035119742045,4.73232160827609,3.409786866751,0,1.31116737647071,6.16931485988058,9.38530234121489,16.5330695848824,25.96437118898,12.4406651559213
25.2123153080417,16.2907616025168,9.08876474481135,8.45282843863022,1.31116737647071,0,5.12367426857144,4.00395684801787,9.02968465682211,16.1799458440093,17.6824144983716
38.4646059466802,31.6044186459858,21.4224586729502,9.00631856571612,6.16931485988058,5.12367426857144,0,5.3831052041671,8.85310132230461,15.0264527181204,36.0740027282779
49.2742410927683,36.2268804237181,25.0552394048161,20.7222596950667,9.38530234121489,4.00395684801787,5.3831052041671,0,1.01196592636948,4.13053534784775,37.5231897484918
64.4007766263389,49.1346382036711,36.0157858543028,30.2096463269539,16.5330695848824,9.02968465682211,8.85310132230461,1.01196592636948,0,1.06345758095936,50.265145479667
81.7831844555347,64.0132302690827,49.0159431310786,42.4230457387244,25.96437118898,16.1799458440093,15.0264527181204,4.13053534784775,1.06345758095936,0,64.7619177098317
4.09005796633514,0.57434582434448,1.99829091071864,15.6093650123352,12.4406651559213,17.6824144983716,36.0740027282779,37.5231897484918,50.265145479667,64.7619177098317,0
